d, 0, 0.001269
d, 0, 2.66E-4
d, 0, 1.89E-4
d, 0, 1.77E-4
d, 0, 2.13E-4
d, 0, 2.24E-4
d, 0, 1.56E-4
d, 0, 1.4E-4
d, 0, 1.56E-4
d, 0, 1.4E-4
d, 1, 2.72E-4
d, 1, 1.92E-4
d, 1, 1.46E-4
d, 1, 1.73E-4
d, 1, 1.67E-4
d, 1, 1.71E-4
d, 1, 1.5E-4
d, 1, 1.97E-4
d, 1, 2.65E-4
d, 1, 1.76E-4
d, 2, 4.78E-4
d, 2, 3.76E-4
d, 2, 2.9E-4
d, 2, 3.61E-4
d, 2, 3.76E-4
d, 2, 3.39E-4
d, 2, 3.6E-4
d, 2, 3.35E-4
d, 2, 3.19E-4
d, 2, 3.12E-4
d, 3, 0.001768
d, 3, 5.45E-4
d, 3, 4.83E-4
d, 3, 4.6E-4
d, 3, 4.86E-4
d, 3, 4.23E-4
d, 3, 4.04E-4
d, 3, 5.11E-4
d, 3, 4.96E-4
d, 3, 0.001743
d, 4, 5.42E-4
d, 4, 4.96E-4
d, 4, 4.83E-4
d, 4, 5.21E-4
d, 4, 7.02E-4
d, 4, 4.07E-4
d, 4, 5.52E-4
d, 4, 5.24E-4
d, 4, 5.05E-4
d, 4, 5.03E-4
d, 5, 5.98E-4
d, 5, 5.87E-4
d, 5, 5.23E-4
d, 5, 6.66E-4
d, 5, 8.1E-4
d, 5, 7.32E-4
d, 5, 6.89E-4
d, 5, 6.39E-4
d, 5, 7.32E-4
d, 5, 5.54E-4
d, 6, 5.64E-4
d, 6, 5.02E-4
d, 6, 5.66E-4
d, 6, 6.02E-4
d, 6, 5.21E-4
d, 6, 6.42E-4
d, 6, 9.39E-4
d, 6, 5.54E-4
d, 6, 7.01E-4
d, 6, 4.86E-4
d, 7, 7.53E-4
d, 7, 7.19E-4
d, 7, 5.34E-4
d, 7, 6.02E-4
d, 7, 6.68E-4
d, 7, 6.24E-4
d, 7, 8.43E-4
d, 7, 6.65E-4
d, 7, 6.91E-4
d, 7, 5.45E-4
d, 8, 8.76E-4
d, 8, 8.41E-4
d, 8, 7.78E-4
d, 8, 8.32E-4
d, 8, 7.41E-4
d, 8, 7.42E-4
d, 8, 0.001243
d, 8, 0.001137
d, 8, 7.06E-4
d, 8, 7.79E-4
d, 9, 0.001214
d, 9, 9.22E-4
d, 9, 0.001403
d, 9, 9.69E-4
d, 9, 0.00108
d, 9, 8.64E-4
d, 9, 9.94E-4
d, 9, 0.001068
d, 9, 8.96E-4
d, 9, 9.58E-4
d, 10, 0.003931
d, 10, 8.09E-4
d, 10, 0.001106
d, 10, 0.00108
d, 10, 9.5E-4
d, 10, 0.001023
d, 10, 9.62E-4
d, 10, 0.001148
d, 10, 0.001061
d, 10, 0.001085
d, 11, 9.88E-4
d, 11, 9.38E-4
d, 11, 0.001347
d, 11, 0.001087
d, 11, 0.001326
d, 11, 0.001023
d, 11, 0.00124
d, 11, 9.61E-4
d, 11, 0.001142
d, 11, 9.54E-4
d, 12, 0.001272
d, 12, 0.001243
d, 12, 0.001374
d, 12, 0.001932
d, 12, 9.88E-4
d, 12, 0.001193
d, 12, 0.001152
